gene_id	TF	symbol	TF_id
1	RXRA	A1BG	6256
79777	RXRA	ACBD4	6256
11093	RXRA	ADAMTS13	6256
133	RXRA	ADM	6256
116519	RXRA	APOA5	6256
10139	RXRA	ARFRP1	6256
411	RXRA	ARSB	6256
90423	RXRA	ATP6V1E2	6256
23621	RXRA	BACE1	6256
10134	RXRA	BCAP31	6256
10295	RXRA	BCKDK	6256
25798	RXRA	BRI3	6256
842	RXRA	CASP9	6256
6359	RXRA	CCL15	6256
6364	RXRA	CCL20	6256
7203	RXRA	CCT3	6256
1153	RXRA	CIRBP	6256
9075	RXRA	CLDN2	6256
4848	RXRA	CNOT2	6256
1431	RXRA	CS	6256
196993	RXRA	CT62	6256
1592	RXRA	CYP26A1	6256
23341	RXRA	DNAJC16	6256
1942	RXRA	EFNA1	6256
84034	RXRA	EMILIN2	6256
55556	RXRA	ENOSF1	6256
2168	RXRA	FABP1	6256
2194	RXRA	FASN	6256
26998	RXRA	FETUB	6256
10211	RXRA	FLOT1	6256
114984	RXRA	FLYWCH2	6256
2527	RXRA	FUT5	6256
2538	RXRA	G6PC	6256
2561	RXRA	GABRB2	6256
2735	RXRA	GLI1	6256
388323	RXRA	GLTPD2	6256
83729	RXRA	INHBE	6256
3783	RXRA	KCNN4	6256
23135	RXRA	KDM6B	6256
80131	RXRA	LRRC8E	6256
4054	RXRA	LTBP3	6256
4153	RXRA	MBL2	6256
4192	RXRA	MDK	6256
92312	RXRA	MEX3A	6256
10227	RXRA	MFSD10	6256
4600	RXRA	MX2	6256
342977	RXRA	NANOS3	6256
57447	RXRA	NDRG2	6256
4739	RXRA	NEDD9	6256
4782	RXRA	NFIC	6256
79159	RXRA	NOL12	6256
23117	RXRA	NPIPB3	6256
9572	RXRA	NR1D1	6256
4901	RXRA	NRL	6256
56957	RXRA	OTUD7B	6256
5105	RXRA	PCK1	6256
5106	RXRA	PCK2	6256
157310	RXRA	PEBP4	6256
55650	RXRA	PIGV	6256
84271	RXRA	POLDIP3	6256
5902	RXRA	RANBP1	6256
55147	RXRA	RBM23	6256
57109	RXRA	REXO4	6256
6097	RXRA	RORC	6256
6202	RXRA	RPS8	6256
862	RXRA	RUNX1T1	6256
80274	RXRA	SCUBE1	6256
57410	RXRA	SCYL1	6256
6498	RXRA	SKIL	6256
284111	RXRA	SLC13A5	6256
6574	RXRA	SLC20A1	6256
57210	RXRA	SLC45A4	6256
200931	RXRA	SLC51A	6256
123264	RXRA	SLC51B	6256
6603	RXRA	SMARCD2	6256
23293	RXRA	SMG6	6256
26206	RXRA	SPAG8	6256
6690	RXRA	SPINK1	6256
8878	RXRA	SQSTM1	6256
6720	RXRA	SREBF1	6256
9747	RXRA	TCAF1	6256
7064	RXRA	THOP1	6256
79875	RXRA	THSD4	6256
51754	RXRA	TMEM8B	6256
84629	RXRA	TNRC18	6256
55621	RXRA	TRMT1	6256
27037	RXRA	TRMT2A	6256
54795	RXRA	TRPM4	6256
145567	RXRA	TTC7B	6256
7411	RXRA	VBP1	6256
284013	RXRA	VMO1	6256
55884	RXRA	WSB2	6256
51043	RXRA	ZBTB7B	6256
131540	RXRA	ZDHHC19	6256
84619	RXRA	ZGPAT	6256
7764	RXRA	ZNF217	6256
155061	RXRA	ZNF746	6256
8882	RXRA	ZPR1	6256
2	SRF	A2M	6722
28971	SRF	AAMDC	6722
25980	SRF	AAR2	6722
23456	SRF	ABCB10	6722
1238	SRF	ACKR2	6722
641371	SRF	ACOT1	6722
10965	SRF	ACOT2	6722
197322	SRF	ACSF3	6722
58	SRF	ACTA1	6722
60	SRF	ACTB	6722
71	SRF	ACTG1	6722
87	SRF	ACTN1	6722
133	SRF	ADM	6722
83440	SRF	ADPGK	6722
23382	SRF	AHCYL2	6722
9255	SRF	AIMP1	6722
11216	SRF	AKAP10	6722
9590	SRF	AKAP12	6722
441282	SRF	AKR1B15	6722
211	SRF	ALAS1	6722
219	SRF	ALDH1B1	6722
10840	SRF	ALDH1L1	6722
144245	SRF	ALG10B	6722
25906	SRF	ANAPC15	6722
83854	SRF	ANGPTL6	6722
306	SRF	ANXA3	6722
164	SRF	AP1G1	6722
26985	SRF	AP3M1	6722
51074	SRF	APIP	6722
23237	SRF	ARC	6722
58504	SRF	ARHGAP22	6722
23092	SRF	ARHGAP26	6722
10620	SRF	ARID3B	6722
10093	SRF	ARPC4	6722
100526693	SRF	ARPC4-TTLL3	6722
51676	SRF	ASB2	6722
1386	SRF	ATF2	6722
55729	SRF	ATF7IP	6722
60673	SRF	ATG101	6722
533	SRF	ATP6V0B	6722
6310	SRF	ATXN1	6722
8704	SRF	B4GALT2	6722
54971	SRF	BANP	6722
116071	SRF	BATF2	6722
9564	SRF	BCAR1	6722
8915	SRF	BCL10	6722
83596	SRF	BCL2L12	6722
55814	SRF	BDP1	6722
10282	SRF	BET1	6722
51283	SRF	BFAR	6722
112401	SRF	BIRC8	6722
26258	SRF	BLOC1S6	6722
64776	SRF	C11orf1	6722
728568	SRF	C12orf73	6722
56905	SRF	C15orf39	6722
25912	SRF	C1orf43	6722
153571	SRF	C5orf38	6722
101928448	SRF	C5orf67	6722
51759	SRF	C9orf78	6722
761	SRF	CA3	6722
23523	SRF	CABIN1	6722
800	SRF	CALD1	6722
23125	SRF	CAMTA2	6722
11132	SRF	CAPN10	6722
92291	SRF	CAPN13	6722
4076	SRF	CAPRIN1	6722
79800	SRF	CARF	6722
64921	SRF	CASD1	6722
831	SRF	CAST	6722
147372	SRF	CCBE1	6722
388389	SRF	CCDC103	6722
150275	SRF	CCDC117	6722
115098	SRF	CCDC124	6722
90693	SRF	CCDC126	6722
29080	SRF	CCDC59	6722
64925	SRF	CCDC71	6722
890	SRF	CCNA2	6722
57820	SRF	CCNB1IP1	6722
8812	SRF	CCNK	6722
10693	SRF	CCT6B	6722
10574	SRF	CCT7	6722
57124	SRF	CD248	6722
80381	SRF	CD276	6722
952	SRF	CD38	6722
975	SRF	CD81	6722
8555	SRF	CDC14B	6722
1026	SRF	CDKN1A	6722
55602	SRF	CDKN2AIP	6722
90273	SRF	CEACAM21	6722
1048	SRF	CEACAM5	6722
387103	SRF	CENPW	6722
91012	SRF	CERS5	6722
1072	SRF	CFL1	6722
57132	SRF	CHMP1B	6722
128866	SRF	CHMP4B	6722
1185	SRF	CLCN6	6722
9022	SRF	CLIC3	6722
81570	SRF	CLPB	6722
1211	SRF	CLTA	6722
23070	SRF	CMTR1	6722
1264	SRF	CNN1	6722
1265	SRF	CNN2	6722
23019	SRF	CNOT1	6722
29883	SRF	CNOT7	6722
55744	SRF	COA1	6722
54951	SRF	COMMD8	6722
51138	SRF	COPS4	6722
51241	SRF	COX16	6722
90639	SRF	COX19	6722
116228	SRF	COX20	6722
55313	SRF	CPPED1	6722
10488	SRF	CREB3	6722
1431	SRF	CS	6722
1465	SRF	CSRP1	6722
1476	SRF	CSTB	6722
58190	SRF	CTDSP1	6722
56998	SRF	CTNNBIP1	6722
1500	SRF	CTNND1	6722
3577	SRF	CXCR1	6722
147906	SRF	DACT3	6722
196513	SRF	DCP1B	6722
10671	SRF	DCTN6	6722
23576	SRF	DDAH1	6722
220042	SRF	DDIAS	6722
8886	SRF	DDX18	6722
22898	SRF	DENND3	6722
1725	SRF	DHPS	6722
1738	SRF	DLD	6722
150353	SRF	DNAJB7	6722
202052	SRF	DNAJC18	6722
548645	SRF	DNAJC25	6722
552891	SRF	DNAJC25-GNG10	6722
84277	SRF	DNAJC30	6722
7266	SRF	DNAJC7	6722
1785	SRF	DNM2	6722
1841	SRF	DTYMK	6722
1847	SRF	DUSP5	6722
1856	SRF	DVL2	6722
1857	SRF	DVL3	6722
253738	SRF	EBF3	6722
1944	SRF	EFNA3	6722
9343	SRF	EFTUD2	6722
1958	SRF	EGR1	6722
1959	SRF	EGR2	6722
1960	SRF	EGR3	6722
1961	SRF	EGR4	6722
1967	SRF	EIF2B1	6722
8894	SRF	EIF2S2	6722
3692	SRF	EIF6	6722
22936	SRF	ELL2	6722
10436	SRF	EMG1	6722
27436	SRF	EML4	6722
2027	SRF	ENO3	6722
5169	SRF	ENPP3	6722
957	SRF	ENTPD5	6722
285203	SRF	EOGT	6722
55780	SRF	ERMARD	6722
2086	SRF	ERV3-1	6722
2120	SRF	ETV6	6722
55770	SRF	EXOC2	6722
5393	SRF	EXOSC9	6722
83641	SRF	FAM107B	6722
92689	SRF	FAM114A1	6722
55007	SRF	FAM118A	6722
283635	SRF	FAM177A1	6722
440585	SRF	FAM183A	6722
100528020	SRF	FAM187A	6722
285550	SRF	FAM200B	6722
375190	SRF	FAM228B	6722
26017	SRF	FAM32A	6722
60343	SRF	FAM3A	6722
51307	SRF	FAM53C	6722
84691	SRF	FAM71F1	6722
145773	SRF	FAM81A	6722
54854	SRF	FAM83E	6722
85002	SRF	FAM86B1	6722
653333	SRF	FAM86B2	6722
22909	SRF	FAN1	6722
54751	SRF	FBLIM1	6722
54620	SRF	FBXL19	6722
200933	SRF	FBXO45	6722
23403	SRF	FBXO46	6722
55294	SRF	FBXW7	6722
84261	SRF	FBXW9	6722
2222	SRF	FDFT1	6722
91893	SRF	FDXACB1	6722
2232	SRF	FDXR	6722
56929	SRF	FEM1C	6722
10979	SRF	FERMT2	6722
2253	SRF	FGF8	6722
2274	SRF	FHL2	6722
11259	SRF	FILIP1L	6722
2316	SRF	FLNA	6722
2352	SRF	FOLR3	6722
2353	SRF	FOS	6722
2354	SRF	FOSB	6722
8061	SRF	FOSL1	6722
2300	SRF	FOXL1	6722
27086	SRF	FOXP1	6722
10841	SRF	FTCD	6722
8939	SRF	FUBP3	6722
7855	SRF	FZD5	6722
11345	SRF	GABARAPL2	6722
10912	SRF	GADD45G	6722
2628	SRF	GATM	6722
2633	SRF	GBP1	6722
2634	SRF	GBP2	6722
2650	SRF	GCNT1	6722
50628	SRF	GEMIN4	6722
79760	SRF	GEMIN7	6722
27069	SRF	GHITM	6722
79411	SRF	GLB1L	6722
11010	SRF	GLIPR1	6722
152007	SRF	GLIPR2	6722
10539	SRF	GLRX3	6722
144423	SRF	GLT1D1	6722
2760	SRF	GM2A	6722
2786	SRF	GNG4	6722
55425	SRF	GPALPP1	6722
1880	SRF	GPR183	6722
2888	SRF	GRB14	6722
2870	SRF	GRK6	6722
134266	SRF	GRPEL2	6722
83743	SRF	GRWD1	6722
2950	SRF	GSTP1	6722
2967	SRF	GTF2H3	6722
2976	SRF	GTF3C2	6722
9330	SRF	GTF3C3	6722
2987	SRF	GUK1	6722
64412	SRF	GZF1	6722
57531	SRF	HACE1	6722
54801	SRF	HAUS6	6722
9931	SRF	HELZ	6722
135114	SRF	HINT3	6722
204851	SRF	HIPK1	6722
3146	SRF	HMGB1	6722
9456	SRF	HOMER1	6722
3200	SRF	HOXA3	6722
3202	SRF	HOXA5	6722
3238	SRF	HOXD12	6722
3320	SRF	HSP90AA1	6722
3303	SRF	HSPA1A	6722
10075	SRF	HUWE1	6722
25998	SRF	IBTK	6722
23379	SRF	ICE1	6722
9592	SRF	IER2	6722
51278	SRF	IER5	6722
3551	SRF	IKBKB	6722
22807	SRF	IKZF2	6722
3559	SRF	IL2RA	6722
9235	SRF	IL32	6722
90865	SRF	IL33	6722
3566	SRF	IL4R	6722
3621	SRF	ING1	6722
51147	SRF	ING4	6722
3636	SRF	INPPL1	6722
3652	SRF	IPP	6722
10788	SRF	IQGAP2	6722
64207	SRF	IRF2BPL	6722
3661	SRF	IRF3	6722
23479	SRF	ISCU	6722
9636	SRF	ISG15	6722
79763	SRF	ISOC2	6722
8629	SRF	JRK	6722
3726	SRF	JUNB	6722
8997	SRF	KALRN	6722
284058	SRF	KANSL1	6722
10524	SRF	KAT5	6722
10300	SRF	KATNB1	6722
3757	SRF	KCNH2	6722
3777	SRF	KCNK3	6722
3780	SRF	KCNN1	6722
55614	SRF	KIF16B	6722
81930	SRF	KIF18A	6722
3831	SRF	KLC1	6722
8609	SRF	KLF7	6722
23008	SRF	KLHDC10	6722
200942	SRF	KLHDC8B	6722
27252	SRF	KLHL20	6722
9903	SRF	KLHL21	6722
11133	SRF	KPTN	6722
114294	SRF	LACTB	6722
51574	SRF	LARP7	6722
158062	SRF	LCN6	6722
11155	SRF	LDB3	6722
51176	SRF	LEF1	6722
11019	SRF	LIAS	6722
51474	SRF	LIMA1	6722
132660	SRF	LIN54	6722
387787	SRF	LIPT2	6722
4026	SRF	LPP	6722
26020	SRF	LRP10	6722
149986	SRF	LSM14B	6722
10434	SRF	LYPLA1	6722
57134	SRF	MAN1C1	6722
643246	SRF	MAP1LC3B2	6722
4296	SRF	MAP3K11	6722
9020	SRF	MAP3K14	6722
1432	SRF	MAPK14	6722
23005	SRF	MAPKBP1	6722
57787	SRF	MARK4	6722
4143	SRF	MAT1A	6722
4152	SRF	MBD1	6722
23101	SRF	MCF2L2	6722
4170	SRF	MCL1	6722
56890	SRF	MDM1	6722
10025	SRF	MED16	6722
9439	SRF	MED23	6722
10001	SRF	MED6	6722
4211	SRF	MEIS1	6722
84190	SRF	METTL25	6722
9927	SRF	MFN2	6722
23295	SRF	MGRN1	6722
142678	SRF	MIB2	6722
79778	SRF	MICALL2	6722
8569	SRF	MKNK1	6722
9761	SRF	MLEC	6722
148932	SRF	MOB3C	6722
22880	SRF	MORC2	6722
23515	SRF	MORC3	6722
10933	SRF	MORF4L1	6722
116535	SRF	MRGPRF	6722
140699	SRF	MROH8	6722
65005	SRF	MRPL9	6722
92399	SRF	MRRF	6722
84689	SRF	MS4A14	6722
58475	SRF	MS4A7	6722
4522	SRF	MTHFD1	6722
4524	SRF	MTHFR	6722
9110	SRF	MTMR4	6722
4547	SRF	MTTP	6722
80198	SRF	MUS81	6722
91663	SRF	MYADM	6722
10514	SRF	MYBBP1A	6722
4604	SRF	MYBPC1	6722
4629	SRF	MYH11	6722
10398	SRF	MYL9	6722
4643	SRF	MYO1E	6722
7593	SRF	MZF1	6722
79829	SRF	NAA40	6722
23218	SRF	NBEAL2	6722
135112	SRF	NCOA7	6722
9612	SRF	NCOR2	6722
27158	SRF	NDOR1	6722
4698	SRF	NDUFA5	6722
51103	SRF	NDUFAF1	6722
4712	SRF	NDUFB6	6722
4719	SRF	NDUFS1	6722
7469	SRF	NELFA	6722
23306	SRF	NEMP1	6722
4799	SRF	NFX1	6722
152518	SRF	NFXL1	6722
387921	SRF	NHLRC3	6722
28511	SRF	NKIRAS2	6722
4821	SRF	NKX2-2	6722
84166	SRF	NLRC5	6722
171389	SRF	NLRP6	6722
64434	SRF	NOM1	6722
4853	SRF	NOTCH2	6722
4862	SRF	NPAS2	6722
266743	SRF	NPAS4	6722
23117	SRF	NPIPB3	6722
10360	SRF	NPM3	6722
7376	SRF	NR1H2	6722
7025	SRF	NR2F1	6722
7026	SRF	NR2F2	6722
2063	SRF	NR2F6	6722
3164	SRF	NR4A1	6722
4929	SRF	NR4A2	6722
8013	SRF	NR4A3	6722
4925	SRF	NUCB2	6722
83540	SRF	NUF2	6722
9631	SRF	NUP155	6722
51686	SRF	OAZ3	6722
128506	SRF	OCSTAMP	6722
440836	SRF	ODF3B	6722
79701	SRF	OGFOD3	6722
26740	SRF	OR1J2	6722
5004	SRF	ORM1	6722
734	SRF	OSGIN2	6722
100128731	SRF	OST4	6722
90268	SRF	OTULIN	6722
5019	SRF	OXCT1	6722
22953	SRF	P2RX2	6722
133015	SRF	PACRGL	6722
342979	SRF	PALM3	6722
24145	SRF	PANX1	6722
5073	SRF	PARN	6722
23178	SRF	PASK	6722
79031	SRF	PDCL3	6722
5138	SRF	PDE2A	6722
5162	SRF	PDHB	6722
10611	SRF	PDLIM5	6722
9260	SRF	PDLIM7	6722
157310	SRF	PEBP4	6722
10400	SRF	PEMT	6722
5194	SRF	PEX13	6722
9409	SRF	PEX16	6722
11331	SRF	PHB2	6722
1911	SRF	PHC1	6722
84295	SRF	PHF6	6722
55367	SRF	PIDD1	6722
128344	SRF	PIFO	6722
9867	SRF	PJA2	6722
5586	SRF	PKN2	6722
9373	SRF	PLAA	6722
64857	SRF	PLEKHG2	6722
5351	SRF	PLOD1	6722
5422	SRF	POLA1	6722
10714	SRF	POLD3	6722
9883	SRF	POM121	6722
100101267	SRF	POM121C	6722
22932	SRF	POMZP3	6722
56342	SRF	PPAN	6722
692312	SRF	PPAN-P2RY11	6722
147699	SRF	PPM1N	6722
6992	SRF	PPP1R11	6722
284352	SRF	PPP1R37	6722
5510	SRF	PPP1R7	6722
28227	SRF	PPP2R3B	6722
56981	SRF	PRDM11	6722
11108	SRF	PRDM4	6722
10549	SRF	PRDX4	6722
5617	SRF	PRL	6722
5619	SRF	PRM1	6722
5620	SRF	PRM2	6722
60675	SRF	PROK2	6722
80209	SRF	PROSER1	6722
78994	SRF	PRR14	6722
553158	SRF	PRR5-ARHGAP8	6722
158471	SRF	PRUNE2	6722
118672	SRF	PSTK	6722
100885848	SRF	PTGES3L	6722
100885850	SRF	PTGES3L-AARSD1	6722
5763	SRF	PTMS	6722
5764	SRF	PTN	6722
53635	SRF	PTOV1	6722
11156	SRF	PTP4A3	6722
5781	SRF	PTPN11	6722
5777	SRF	PTPN6	6722
9698	SRF	PUM1	6722
5814	SRF	PURB	6722
150962	SRF	PUS10	6722
11137	SRF	PWP1	6722
9910	SRF	RABGAP1L	6722
729475	SRF	RAD51AP2	6722
5890	SRF	RAD51B	6722
8438	SRF	RAD54L	6722
23132	SRF	RAD54L2	6722
5902	SRF	RANBP1	6722
10048	SRF	RANBP9	6722
51735	SRF	RAPGEF6	6722
9462	SRF	RASAL2	6722
5934	SRF	RBL2	6722
84991	SRF	RBM17	6722
155435	SRF	RBM33	6722
9584	SRF	RBM39	6722
79171	SRF	RBM42	6722
84060	SRF	RBM48	6722
64145	SRF	RBSN	6722
9986	SRF	RCE1	6722
9400	SRF	RECQL5	6722
8625	SRF	RFXANK	6722
23179	SRF	RGL1	6722
8490	SRF	RGS5	6722
22836	SRF	RHOBTB3	6722
55183	SRF	RIF1	6722
6039	SRF	RNASE6	6722
11236	SRF	RNF139	6722
6050	SRF	RNH1	6722
6134	SRF	RPL10	6722
6141	SRF	RPL18	6722
6144	SRF	RPL21	6722
6146	SRF	RPL22	6722
6152	SRF	RPL24	6722
6132	SRF	RPL8	6722
6133	SRF	RPL9	6722
6181	SRF	RPLP2	6722
6224	SRF	RPS20	6722
6233	SRF	RPS27A	6722
6196	SRF	RPS6KA2	6722
3921	SRF	RPSA	6722
6240	SRF	RRM1	6722
23378	SRF	RRP8	6722
51773	SRF	RSF1	6722
6251	SRF	RSU1	6722
100533107	SRF	RTEL1-TNFRSF6B	6722
6253	SRF	RTN2	6722
146923	SRF	RUNDC1	6722
140700	SRF	SAMD10	6722
29115	SRF	SAP30BP	6722
89958	SRF	SAPCD2	6722
56681	SRF	SAR1A	6722
9733	SRF	SART3	6722
51119	SRF	SBDS	6722
9169	SRF	SCAF11	6722
147199	SRF	SCGB1C1	6722
6337	SRF	SCNN1A	6722
59342	SRF	SCPEP1	6722
27111	SRF	SDCBP2	6722
79048	SRF	SECISBP2	6722
26054	SRF	SENP6	6722
256987	SRF	SERINC5	6722
5104	SRF	SERPINA5	6722
29946	SRF	SERTAD3	6722
27244	SRF	SESN1	6722
84193	SRF	SETD3	6722
6450	SRF	SH3BGR	6722
22941	SRF	SHANK2	6722
8036	SRF	SHOC2	6722
9194	SRF	SLC16A7	6722
6575	SRF	SLC20A2	6722
81894	SRF	SLC25A28	6722
91137	SRF	SLC25A46	6722
116369	SRF	SLC26A8	6722
6513	SRF	SLC2A1	6722
6518	SRF	SLC2A5	6722
8501	SRF	SLC43A1	6722
126969	SRF	SLC44A3	6722
146857	SRF	SLFN13	6722
114926	SRF	SMIM19	6722
6525	SRF	SMTN	6722
55234	SRF	SMU1	6722
64754	SRF	SMYD3	6722
8773	SRF	SNAP23	6722
6629	SRF	SNRPB2	6722
6643	SRF	SNX2	6722
10580	SRF	SORBS1	6722
50964	SRF	SOST	6722
93349	SRF	SP140L	6722
9552	SRF	SPAG7	6722
6683	SRF	SPAST	6722
202051	SRF	SPATA24	6722
56848	SRF	SPHK2	6722
57213	SRF	SPRYD7	6722
6722	SRF	SRF	6722
6767	SRF	ST13	6722
6482	SRF	ST3GAL1	6722
7982	SRF	ST7	6722
83930	SRF	STARD3NL	6722
8576	SRF	STK16	6722
27148	SRF	STK36	6722
50861	SRF	STMN3	6722
29966	SRF	STRN3	6722
8677	SRF	STX10	6722
23673	SRF	STX12	6722
6810	SRF	STX4	6722
10923	SRF	SUB1	6722
64426	SRF	SUDS3	6722
25777	SRF	SUN2	6722
6840	SRF	SVIL	6722
8871	SRF	SYNJ2	6722
55333	SRF	SYNJ2BP	6722
100529257	SRF	SYNJ2BP-COX16	6722
6865	SRF	TACR2	6722
10474	SRF	TADA3	6722
117289	SRF	TAGAP	6722
6876	SRF	TAGLN	6722
51347	SRF	TAOK3	6722
57533	SRF	TBC1D14	6722
93627	SRF	TBCK	6722
9096	SRF	TBX18	6722
10312	SRF	TCIRG1	6722
25851	SRF	TECPR1	6722
79736	SRF	TEFM	6722
56157	SRF	TEX13A	6722
24144	SRF	TFIP11	6722
7057	SRF	THBS1	6722
90381	SRF	TICRR	6722
7090	SRF	TLE3	6722
7091	SRF	TLE4	6722
23423	SRF	TMED3	6722
114908	SRF	TMEM123	6722
84187	SRF	TMEM164	6722
92703	SRF	TMEM183A	6722
29058	SRF	TMEM230	6722
642987	SRF	TMEM232	6722
93109	SRF	TMEM44	6722
23043	SRF	TNIK	6722
84629	SRF	TNRC18	6722
23112	SRF	TNRC6B	6722
10043	SRF	TOM1	6722
8940	SRF	TOP3B	6722
26092	SRF	TOR1AIP1	6722
7168	SRF	TPM1	6722
7169	SRF	TPM2	6722
7171	SRF	TPM4	6722
286262	SRF	TPRN	6722
8459	SRF	TPST2	6722
10597	SRF	TRAPPC2B	6722
10626	SRF	TRIM16	6722
23650	SRF	TRIM29	6722
93587	SRF	TRMT10A	6722
55039	SRF	TRMT12	6722
27037	SRF	TRMT2A	6722
57616	SRF	TSHZ3	6722
10100	SRF	TSPAN2	6722
90121	SRF	TSR2	6722
10078	SRF	TSSC4	6722
22996	SRF	TTC39A	6722
125488	SRF	TTC39C	6722
23093	SRF	TTLL5	6722
7286	SRF	TUFT1	6722
7991	SRF	TUSC3	6722
10587	SRF	TXNRD2	6722
1890	SRF	TYMP	6722
55253	SRF	TYW1	6722
441250	SRF	TYW1B	6722
23350	SRF	U2SURP	6722
91373	SRF	UAP1L1	6722
10422	SRF	UBAC1	6722
124402	SRF	UBALD1	6722
9898	SRF	UBAP2L	6722
7316	SRF	UBC	6722
23352	SRF	UBR4	6722
23376	SRF	UFL1	6722
54986	SRF	ULK4	6722
84132	SRF	USP42	6722
10208	SRF	USPL1	6722
7414	SRF	VCL	6722
7429	SRF	VIL1	6722
137492	SRF	VPS37A	6722
79720	SRF	VPS37B	6722
64856	SRF	VWA1	6722
9948	SRF	WDR1	6722
10785	SRF	WDR4	6722
348793	SRF	WDR53	6722
7456	SRF	WIPF1	6722
65266	SRF	WNK4	6722
51741	SRF	WWOX	6722
25937	SRF	WWTR1	6722
63929	SRF	XPNPEP3	6722
78992	SRF	YIPF2	6722
83719	SRF	YPEL3	6722
7534	SRF	YWHAZ	6722
7709	SRF	ZBTB17	6722
80149	SRF	ZC3H12A	6722
6935	SRF	ZEB1	6722
90637	SRF	ZFAND2A	6722
85446	SRF	ZFHX2	6722
7538	SRF	ZFP36	6722
346171	SRF	ZFP57	6722
23503	SRF	ZFYVE26	6722
55345	SRF	ZGRF1	6722
83637	SRF	ZMIZ2	6722
64397	SRF	ZNF106	6722
339318	SRF	ZNF181	6722
57209	SRF	ZNF248	6722
162979	SRF	ZNF296	6722
79175	SRF	ZNF343	6722
195828	SRF	ZNF367	6722
10794	SRF	ZNF460	6722
284306	SRF	ZNF547	6722
147694	SRF	ZNF548	6722
93134	SRF	ZNF561	6722
199777	SRF	ZNF626	6722
89887	SRF	ZNF628	6722
84146	SRF	ZNF644	6722
170960	SRF	ZNF721	6722
390980	SRF	ZNF805	6722
284371	SRF	ZNF841	6722
9326	SRF	ZNHIT3	6722
9753	SRF	ZSCAN12	6722
64288	SRF	ZSCAN31	6722
57688	SRF	ZSWIM6	6722
7791	SRF	ZYX	6722
2	SPI1	A2M	6688
8086	SPI1	AAAS	6688
10347	SPI1	ABCA7	6688
22	SPI1	ABCB7	6688
11194	SPI1	ABCB8	6688
9619	SPI1	ABCG1	6688
51225	SPI1	ABI3	6688
29	SPI1	ABR	6688
29777	SPI1	ABT1	6688
30	SPI1	ACAA1	6688
10449	SPI1	ACAA2	6688
1238	SPI1	ACKR2	6688
60	SPI1	ACTB	6688
10096	SPI1	ACTR3	6688
90	SPI1	ACVR1	6688
94	SPI1	ACVRL1	6688
161823	SPI1	ADAL	6688
11174	SPI1	ADAMTS6	6688
11033	SPI1	ADAP1	6688
105	SPI1	ADARB2	6688
113179	SPI1	ADAT3	6688
90956	SPI1	ADCK2	6688
113	SPI1	ADCY7	6688
79747	SPI1	ADGB	6688
25960	SPI1	ADGRA2	6688
576	SPI1	ADGRB2	6688
30817	SPI1	ADGRE2	6688
84873	SPI1	ADGRG7	6688
130	SPI1	ADH6	6688
22850	SPI1	ADNP2	6688
140	SPI1	ADORA3	6688
3899	SPI1	AFF3	6688
174	SPI1	AFP	6688
54812	SPI1	AFTPH	6688
175	SPI1	AGA	6688
60509	SPI1	AGBL5	6688
26523	SPI1	AGO1	6688
10554	SPI1	AGPAT1	6688
10555	SPI1	AGPAT2	6688
23382	SPI1	AHCYL2	6688
57491	SPI1	AHRR	6688
64853	SPI1	AIDA	6688
199	SPI1	AIF1	6688
9131	SPI1	AIFM1	6688
9049	SPI1	AIP	6688
8165	SPI1	AKAP1	6688
11216	SPI1	AKAP10	6688
11214	SPI1	AKAP13	6688
9495	SPI1	AKAP5	6688
80709	SPI1	AKNA	6688
8574	SPI1	AKR7A2	6688
208	SPI1	AKT2	6688
219	SPI1	ALDH1B1	6688
217	SPI1	ALDH2	6688
221	SPI1	ALDH3B1	6688
91801	SPI1	ALKBH8	6688
241	SPI1	ALOX5AP	6688
258	SPI1	AMBN	6688
9949	SPI1	AMMECR1	6688
272	SPI1	AMPD3	6688
10393	SPI1	ANAPC10	6688
287	SPI1	ANK2	6688
288	SPI1	ANK3	6688
88455	SPI1	ANKRD13A	6688
170961	SPI1	ANKRD24	6688
22881	SPI1	ANKRD6	6688
100310846	SPI1	ANKRD61	6688
10541	SPI1	ANP32B	6688
118429	SPI1	ANTXR2	6688
309	SPI1	ANXA6	6688
310	SPI1	ANXA7	6688
162	SPI1	AP1B1	6688
8905	SPI1	AP1S2	6688
160	SPI1	AP2A1	6688
1173	SPI1	AP2M1	6688
1175	SPI1	AP2S1	6688
10947	SPI1	AP3M2	6688
23431	SPI1	AP4E1	6688
51107	SPI1	APH1A	6688
336	SPI1	APOA2	6688
10930	SPI1	APOBEC2	6688
9582	SPI1	APOBEC3B	6688
140564	SPI1	APOBEC3D	6688
55911	SPI1	APOBR	6688
341	SPI1	APOC1	6688
344	SPI1	APOC2	6688
100533990	SPI1	APOC4-APOC2	6688
79135	SPI1	APOO	6688
116985	SPI1	ARAP1	6688
374	SPI1	AREG	6688
382	SPI1	ARF6	6688
84364	SPI1	ARFGAP2	6688
55082	SPI1	ARGLU1	6688
55114	SPI1	ARHGAP17	6688
83478	SPI1	ARHGAP24	6688
9938	SPI1	ARHGAP25	6688
201176	SPI1	ARHGAP27	6688
9912	SPI1	ARHGAP44	6688
23365	SPI1	ARHGEF12	6688
9181	SPI1	ARHGEF2	6688
50650	SPI1	ARHGEF3	6688
389337	SPI1	ARHGEF37	6688
23568	SPI1	ARL2BP	6688
